Observation_Day,C_obs,C_pred,C_resid,D_obs,D_pred,D_resid
57.0,0.003365365521586935,0.003390010274617398,2.4644753030462953e-5,0.00011612156316699228,0.00011898104970694042,2.8594865399481355e-6
58.0,0.003422689426730203,0.0034703234425559775,4.7634015825774676e-5,0.00011685843960722047,0.00012075716846531983,3.8987288580993586e-6
59.0,0.0034941410318999147,0.003552467802402974,5.8326770503059396e-5,0.00011932316425212161,0.00012252591316051754,3.202748908395924e-6
60.0,0.003572885172874643,0.0036365241370043726,6.363896412972959e-5,0.0001220928032860827,0.00012428730304817396,2.1944997620912616e-6
61.0,0.003649367865463844,0.003722578318276693,7.321045281284905e-5,0.0001237444228934907,0.00012604141116550566,2.2969882720149705e-6
62.0,0.003746000317263422,0.003810721309135001,6.472099187157911e-5,0.0001246591660606705,0.00012778836436816502,3.1291983074945202e-6
63.0,0.003828581297633821,0.0039010496334073584,7.246833577353746e-5,0.00012684438584893338,0.00012952835124749367,2.6839653985602887e-6
64.0,0.0038933756053090574,0.003993665616541927,0.00010029001123286994,0.0001274033955622099,0.00013126162351559772,3.858227953387804e-6
65.0,0.003952224082397625,0.004088677600013834,0.00013645351761620936,0.0001278861766782215,0.00013298850200248167,5.102325324260172e-6
66.0,0.00404789097196518,0.004186200218956729,0.0001383092469915484,0.00012948697722078614,0.000134709382622625,5.222405401838847e-6
67.0,0.004163453525418896,0.004286354402162779,0.0001229008767438828,0.00013157055887936237,0.00013642473637498208,4.854177495619701e-6
68.0,0.004281887356036259,0.0043892673696580625,0.00010738001362180314,0.00013395905492699853,0.0001381351093963663,4.176054469367759e-6
69.0,0.004389293449582622,0.004495072665343398,0.00010577921576077585,0.00013571231266409317,0.0001398411285896545,4.128815925561326e-6
70.0,0.004508769071029274,0.004603910799807548,9.514172877827382e-5,0.00013782130385509107,0.00014154350307357485,3.7221992184837804e-6
71.0,0.004614930097486974,0.004715928531586787,0.0001009984340998131,0.00013840572310078926,0.00014324302666155473,4.8373035607654675e-6
72.0,0.004765252891293523,0.0048312785750755545,6.60256837820318e-5,0.00013893932328164416,0.0001449405807080217,6.00125742637755e-6
73.0,0.004965861149762539,0.004950119600526442,-1.5741549236097246e-5,0.00014023520943514889,0.0001466371341084034,6.401924673254505e-6
74.0,0.005109704512801564,0.005072616216501838,-3.70882962997263e-5,0.00014297943893668832,0.00014833374329386,5.3543043571716844e-6
75.0,0.005248948750472268,0.005198937550338902,-5.0011200133366455e-5,0.00014552039217885444,0.00015003155218110635,4.511160002251911e-6
76.0,0.005414491854199391,0.0053292586360335495,-8.523321816584183e-5,0.00014722283085110576,0.0001517317932916998,4.5089624405940366e-6
77.0,0.005523422519691053,0.0054637575521728635,-5.966496751818977e-5,0.00014788347869406894,0.0001534357857088425,5.552307014773552e-6
78.0,0.005680046877538174,0.005602613713770558,-7.743316376761667e-5,0.00014879822186124875,0.00015514493429655412,6.346712435305367e-6
79.0,0.005861877491547583,0.005746007872266977,-0.00011586961928060531,0.0001497637840932719,0.00015686072969967198,7.096945606400095e-6
80.0,0.006118666226200892,0.005894122077802019,-0.00022454414839887318,0.00015220309920575137,0.0001585847483018198,6.381649096068445e-6
81.0,0.006305324651370416,0.006047135363533537,-0.00025818928783687915,0.00015438831899401424,0.0001603186461807442,5.9303271867299585e-6
82.0,0.006506466510020287,0.0062052259808379785,-0.0003012405291823086,0.00015748828194945693,0.00016206415823470912,4.575876285252195e-6
83.0,0.006644668956861703,0.006368565145579342,-0.00027610381128236137,0.00015898744436233496,0.00016382309368450496,4.835649322169997e-6
84.0,0.00678104191736876,0.006537312664320126,-0.00024372925304863395,0.00015939399688108153,0.0001655973319447903,6.2033350637087745e-6
85.0,0.007063036908184357,0.006711616934321338,-0.0003514199738630184,0.00016028333051583968,0.0001673888226240919,7.105492108252213e-6
86.0,0.007225149725034556,0.006891614943542481,-0.00033353478149207496,0.000161833311993561,0.00016919958552480445,7.366273531243442e-6
87.0,0.00750831355434155,0.007077424501015233,-0.0004308890533263167,0.0001647299986896304,0.00017103169939814358,6.3017007085131645e-6
88.0,0.007708439031694555,0.007269145413283424,-0.0004392936184111308,0.0001684906094880363,0.0001728873004867741,4.396690998737792e-6
89.0,0.007915729997190467,0.0074668537999161375,-0.00044887619727432965,0.00017270859187003208,0.00017476857515799738,2.059983287965294e-6
90.0,0.008127543859457437,0.007670590103376846,-0.0004569537560805909,0.00017550364043641481,0.0001766777440566057,1.1741036201908775e-6
91.0,0.008337375778195516,0.007880359082004653,-0.00045701669619086296,0.00017791754601647263,0.00017861706209532018,6.995160788475453e-7
92.0,0.008530183310211083,0.008096129810014301,-0.0004340535001967818,0.00017857819385943584,0.000180588818454791,2.010624595355162e-6
93.0,0.008729927644577763,0.008317835585041473,-0.00041209205953629015,0.00017923884170239904,0.0001825953361945537,3.3564944921546478e-6
94.0,0.00901194804492578,0.008545361139171403,-0.0004665869057543775,0.0001824912618523717,0.00018463892992071404,2.147668068342351e-6
95.0,0.009229301185260672,0.008778538085359132,-0.00045076309990154,0.0001854895866781277,0.00018672191175587898,1.2323250777512753e-6
96.0,0.009482685042569479,0.00901714410483221,-0.00046554093773726844,0.00018874200682810038,0.0001888465573976243,1.0455056952390213e-7
97.0,0.009709338071770698,0.009260897528208937,-0.0004484405435617612,0.00019146082679721813,0.0001910150758031204,-4.4575099409773313e-7
98.0,0.009926919897897384,0.009509457335498354,-0.0004174625623990305,0.00019443374209055251,0.0001932296091891325,-1.2041329014200232e-6
99.0,0.010097900641562744,0.00976242320731909,-0.0003354774342436539,0.0001949673422714074,0.00019549223210728832,5.248898358809341e-7
100.0,0.01033690270352089,0.010019335145260128,-0.0003175675582607618,0.00019557717104952727,0.00019780487400123702,2.2277029517097442e-6
101.0,0.01064603507496282,0.010279664135805196,-0.0003663709391576245,0.00019860090540770498,0.00020016930159589758,1.5683961881926003e-6
102.0,0.010940734831989249,0.01054282625926572,-0.00039790857272352896,0.00020269184012759245,0.00020258706028275213,-1.0477984484032654e-7
103.0,0.01116619361316665,0.010808187710099948,-0.0003580059030667028,0.00020670654625021492,0.00020505943117772902,-1.6471150724859025e-6
104.0,0.011421737280731299,0.011075064796912963,-0.00034667248381833535,0.0002100097854650309,0.00020758743112120307,-2.422354343827824e-6
105.0,0.011626309426258094,0.011342730351125102,-0.00028357907513299266,0.00021323679608258188,0.00021017178429053352,-3.0650117920483612e-6
106.0,0.011795308226394564,0.011610426398777865,-0.00018488182761669872,0.00021432940597671332,0.00021281280935367053,-1.5165966230427897e-6
107.0,0.011951068660139348,0.011877370599306035,-7.369806083331286e-5,0.00021521873961147147,0.00021551042897314656,2.916893616750852e-7
108.0,0.012205418079680177,0.012142786248913838,-6.263183076633816e-5,0.00021674331155677117,0.00021826411791648503,1.520806359713863e-6
109.0,0.012479459886847795,0.012405903537954868,-7.355634889292736e-5,0.00022307028512976484,0.00022107289957806585,-1.997385551698994e-6
110.0,0.01269259504480069,0.012665962169966953,-2.6632874833737094e-5,0.00022784727722503716,0.00022393534603341826,-3.911931191618901e-6
111.0,0.012880778041915513,0.012922241692786234,4.146365087072043e-5,0.000231836573815238,0.00022684954048946964,-4.987033325768358e-6
112.0,0.013099706573260548,0.013174064773943348,7.43582006828003e-5,0.00023580046087301717,0.00022981306732463026,-5.987393548386908e-6
113.0,0.013241263078381624,0.01342082196475236,0.00017955888637073703,0.00023788404253159337,0.0002328230998305426,-5.060942701050775e-6
114.0,0.013358299384715795,0.013661977164196462,0.00030367777948066797,0.0002385955094393999,0.00023587640855807844,-2.7191008813214567e-6
115.0,0.013514898333030495,0.013897067618927962,0.00038216928589746707,0.00024268644415928738,0.00023896936131733882,-3.717082841948557e-6
116.0,0.013660825277728095,0.01412570856683004,0.0004648832891019448,0.0002462183691658983,0.000242097999179639,-4.120369986259303e-6
117.0,0.013873858797551304,0.014347614463375388,0.0004737556658240844,0.00025020766575609913,0.00024525808357502926,-4.949582181069869e-6
118.0,0.014069181873276614,0.014562586735519625,0.0004934048622430107,0.00025465433392988986,0.00024844518699164723,-6.209146938242628e-6
119.0,0.014279039201547116,0.014770506851499587,0.000491467649952471,0.00025938050696031886,0.0002516548231161176,-7.725683844201248e-6
120.0,0.014465977131573278,0.014971336318157415,0.0005053591865841374,0.00026148949815131675,0.00025488244714954775,-6.607051001768997e-6
121.0,0.01475706873499583,0.015165116680940545,0.00040804794594471484,0.00026235342225365327,0.00025812345580752787,-4.229966446125401e-6
122.0,0.015017186118396376,0.015351954867718353,0.0003347687493219769,0.0002651992898848793,0.0002613732859206009,-3.826003964278409e-6
123.0,0.015228644247209443,0.015532023559986908,0.00030337931277746484,0.0002712721681336564,0.00026462758063248244,-6.6445875011739435e-6
124.0,0.01538384567124095,0.01570555669047563,0.0003217110192346804,0.00027366066418129254,0.0002678821374038947,-5.778526777397864e-6
125.0,0.015748853604478114,0.01587281283657282,0.0001239592320947079,0.00027991140915702124,0.00027113302059009805,-8.778388566923188e-6
126.0,0.015943414394230776,0.016034074850074857,9.066045584408058e-5,0.00028265563865856064,0.0002743765630702791,-8.279075588281544e-6
127.0,0.01609899696124861,0.0161896498571862,9.065289593759157e-5,0.00028336710556636714,0.00027760936624755047,-5.757739318816677e-6
128.0,0.016217583249060502,0.01633986925851938,0.00012228600945887735,0.000284205620136282,0.0002808283000489506,-3.3773200873314147e-6
129.0,0.016381855876166543,0.01648508726032973,0.00010323138416318614,0.00028832196438859114,0.0002840305068004511,-4.291457588140031e-6
130.0,0.016534109794437136,0.016625646123686777,9.153632924964114e-5,0.0002926161753678519,0.00028721350970918385,-5.402665658668052e-6
131.0,0.016675666299558214,0.01676188321351931,8.621691396109785e-5,0.00029597023364751117,0.00029037517796926866,-5.59505567824251e-6
132.0,0.016842911841957586,0.016894130295845394,5.121845388780799e-5,0.00029998493977013367,0.000293513649016059,-6.471290754074652e-6
133.0,0.017007362335790577,0.017022706846082168,1.53445102915907e-5,0.000304685703268141,0.00029662733731591873,-8.05836595222227e-6
134.0,0.01713476573135279,0.017147920049045855,1.315431769306416e-5,0.0003054225797083692,0.00029971493436622206,-5.707645342147157e-6
135.0,0.017248778303328785,0.01727006464304453,2.128633971574395e-5,0.0003067184658618739,0.0003027754061096929,-3.943059752181026e-6
136.0,0.0174041067750224,0.01738941719723872,-1.4689577783680297e-5,0.00031050448619270146,0.00030580794270532137,-4.696543487380097e-6
137.0,0.017514790698251157,0.017506234828688023,-8.555869563133672e-6,0.00031421427792626403,0.0003088119835874019,-5.402294338862149e-6
138.0,0.017652891506962885,0.017620757804116025,-3.2133702846860734e-5,0.0003185084889055248,0.00031178714537310727,-6.721343532417525e-6
139.0,0.017779888350006347,0.017733209032161384,-4.6679317844963014e-5,0.0003212527184070642,0.000314733196164429,-6.519522242635228e-6
140.0,0.01792922017204845,0.01784379406337784,-8.542610867061026e-5,0.0003252166054648434,0.00031765005554817657,-7.566549916666811e-6
141.0,0.018034313998144442,0.017952701090234204,-8.161290791023831e-5,0.0003259026628402282,0.0003205377945959779,-5.3648682442503114e-6
142.0,0.01813336035552408,0.0180601012992086,-7.325905631547919e-5,0.0003267919964749864,0.00032339662755421236,-3.3953689207740336e-6
143.0,0.018241300049251296,0.018166151242268953,-7.514880698234264e-5,0.0003306034263382356,0.0003262268346743738,-4.3765916638617845e-6
144.0,0.018375106646983764,0.01827099115350566,-0.00010411549347810398,0.0003344656752663281,0.0003290287947846429,-5.436880481685168e-6
145.0,0.018504314119347914,0.0183747486551551,-0.00012956546419281428,0.0003390393911022272,0.00033180294044116984,-7.236450661057337e-6
146.0,0.018630955228937474,0.018477539447996415,-0.00015341578094105884,0.00034315573535453626,0.0003345497453949045,-8.605989959631756e-6
147.0,0.01875373408959894,0.018579467311351527,-0.00017426677824741374,0.0003458491457912324,0.00033726972459159664,-8.579421199635757e-6
148.0,0.01883049628704478,0.01868062410308511,-0.00014987218395966923,0.00034633192690724395,0.00033996343417179556,-6.368492735448394e-6
149.0,0.018895747966303608,0.018781090896958428,-0.00011465706934517955,0.0003476278130607487,0.0003426314587111044,-4.996354349644304e-6
150.0,0.018941408896065333,0.01888094089139093,-6.0468004674404247e-5,0.00034960975658963824,0.0003452743681390151,-4.335388450623127e-6
151.0,0.01902856359227163,0.01898023725347196,-4.832633879967019e-5,0.0003525318528181293,0.00034789274380972793,-4.6391090084013935e-6
152.0,0.01911495600250528,0.019079036798890395,-3.591920361488421e-5,0.00035553017764388534,0.00035048715028818394,-5.043027355701403e-6
153.0,0.019222844877167654,0.019177390248024166,-4.5454629143487635e-5,0.00035883341685870134,0.0003530581329151511,-5.775283943550223e-6
154.0,0.01933878857360769,0.01927534222594024,-6.344634766745211e-5,0.0003621112465410956,0.00035560621780722463,-6.505028733870988e-6
155.0,0.019411205741009428,0.019372931262394616,-3.827447861481231e-5,0.0003627973039164805,0.00035813191185682657,-4.6653920596539445e-6
156.0,0.019473865647961244,0.019470189867936024,-3.6757800252196215e-6,0.0003639661424078769,0.00036063570231184057,-3.3304400960363387e-6
157.0,0.019550475388212554,0.01956714767081989,1.6672282607335664e-5,0.00036775216273870446,0.0003631180340583943,-4.634128680310165e-6
158.0,0.0196374522176919,0.01966382980131789,2.6377583625992324e-5,0.00037049639224024386,0.00036557930912080826,-4.917083119435604e-6
159.0,0.019733398612116093,0.019760258102487643,2.6859490371549527e-5,0.0003731643931445183,0.00036801989275282856,-5.14450039168973e-6
160.0,0.019843523525631575,0.019856452575129153,1.2929049497577977e-5,0.00037674713721597256,0.00037044010800788365,-6.307029208088902e-6
161.0,0.019948896856584204,0.019952431377784848,3.5345212006446247e-6,0.0003787544902772838,0.00037284023573908444,-5.914254538199367e-6
162.0,0.020031096693968277,0.020048210826739563,1.711413277128565e-5,0.0003788815379393921,0.00037522051459922435,-3.6610233401677614e-6
163.0,0.02010331058511064,0.020143805396020526,4.049481090988641e-5,0.00037966923344446364,0.00037758114104077903,-2.0880924036846093e-6
164.0,0.02018700958490759,0.02023922774981262,5.221816490503031e-5,0.00038312492985380955,0.00037992226935390847,-3.2026604999010845e-6
165.0,0.020272563480571326,0.020334491172777275,6.192769220594863e-5,0.00038604702608230064,0.00038224400904364074,-3.8030170386599022e-6
166.0,0.020364571397470162,0.020429608133242943,6.503673577278046e-5,0.00038846093166235846,0.0003845464120037755,-3.914519658582973e-6
167.0,0.020472739776989175,0.020524590951491117,5.185117450194274e-5,0.00039120516116389787,0.00038682948743556,-4.37567372833786e-6
168.0,0.020575343468907843,0.020619453244661197,4.4109775753354424e-5,0.0003929075998361492,0.0003890932067980927,-3.8143930380564613e-6
169.0,0.02064704916940177,0.02071420992675049,6.71607573487186e-5,0.0003934157904845824,0.00039133750380832314,-2.0782866762592586e-6
170.0,0.02070579600836065,0.02080887720861422,0.0001030812002535686,0.00039369529534122067,0.0003935622744410517,-1.330209001689452e-7
171.0,0.02079203596139977,0.020903472597965517,0.00011143663656574751,0.0003985231065013363,0.00039576737692893,-2.755729572406296e-6
172.0,0.0208732448270194,0.020998014899375427,0.00012477007235602716,0.0004010640597435025,0.00039795263176246057,-3.111427981041914e-6
173.0,0.0209622798286249,0.021092524845574178,0.00013024501694927637,0.00040446893708800507,0.0004001178273189641,-4.3511097690409565e-6
174.0,0.021067602340512685,0.021187027214551308,0.00011942487403862265,0.0004061713757602564,0.0004022627296200881,-3.908646140168284e-6
175.0,0.02117579612956412,0.021281547981577092,0.00010575185201297174,0.00040777217630282107,0.00040438705664435737,-3.385119658463702e-6
176.0,0.021246561677358448,0.02137611711829016,0.00012955544093171123,0.0004082803669512543,0.0004064905171572469,-1.7898497940073855e-6
177.0,0.021293594721870944,0.02147076894637066,0.00017717422449971612,0.00040894101479421746,0.0004085728146093971,-3.6820018482037423e-7
178.0,0.021369213490357808,0.02156554213754026,0.00019632864718245255,0.00041105000598521535,0.00041063364713661327,-4.163588486020826e-7
179.0,0.02146823443820502,0.021660479713562143,0.00019224527535712313,0.0004133114543707432,0.00041267270755986605,-6.387468108771531e-7
180.0,0.021567839805297934,0.021755629046241017,0.00018778924094308216,0.00041498848351057287,0.0004146896833852913,-2.9880012528154436e-7
181.0,0.021674763117728285,0.021851041857423096,0.0001762787396948108,0.00041704665563672744,0.00041668425680419007,-3.6239883253737053e-7
182.0,0.021771370159995442,0.021946776561739514,0.00017540640174407152,0.00041925728495741197,0.0004186561365270952,-6.011484303167875e-7
183.0,0.021857076512853704,0.022042897619285535,0.0001858211064318313,0.00041958760887889356,0.0004206050481742265,1.0174392953329328e-6
184.0,0.021924081449849624,0.02213947489856661,0.00021539344871698493,0.0004198671137355318,0.00042253072801238975,2.6636142768579206e-6
185.0,0.021997057626964637,0.022236586938286226,0.00023952931132158878,0.00042090890456481997,0.0004244329685077217,3.52406394290173e-6
186.0,0.022085584437921704,0.022334320952860177,0.0002487365149384732,0.0004234498578069861,0.0004263116184015648,2.8617605945786915e-6
187.0,0.022169130980524126,0.022432772832416556,0.0002636418518924301,0.00042571130619251395,0.00042816658271046745,2.4552765179535027e-6
188.0,0.02225054312240313,0.02253204714279574,0.0002815040203926096,0.00042794734504562014,0.0004299978227261839,2.0504776805637466e-6
189.0,0.022327229091251705,0.02263225712555042,0.0003050280342987155,0.0004297514218475581,0.0004318053560156739,2.0539341681158167e-6
190.0,0.02241466329231464,0.022733526247895982,0.00031886295558134284,0.0004297514218475581,0.00043358927086818103,3.837849020622928e-6
191.0,0.022501030293015867,0.02283599202436597,0.0003349617313501037,0.00043005633623661803,0.000435349771934396,5.293435697777951e-6
192.0,0.02259956845974707,0.022939800875155705,0.0003402324154086339,0.0004321145083627726,0.0004370871315803486,4.972623217576022e-6
193.0,0.022680421591912796,0.02304511525061967,0.00036469365870687304,0.00043544315711001026,0.00043880174208696057,3.3585849769503066e-6
194.0,0.02284225490390636,0.02315211428776725,0.0003098593838608901,0.00043686609092562326,0.00044049412113121247,3.6280302055892097e-6
195.0,0.02300027678603667,0.023260993810262708,0.00026071702422603843,0.0004379841103521764,0.00044216491178614386,4.18080143396748e-6
196.0,0.023133549783588284,0.023371966328425205,0.00023841654483692035,0.00043910212977872945,0.00044381488252085317,4.712752742123711e-6
197.0,0.0232087619995564,0.023485261039228808,0.0002764990396724072,0.0004394578632326327,0.00044544492720049805,5.9870639678653425e-6
198.0,0.02329500195259552,0.02360112899674413,0.00030612704414861164,0.0004399406443486443,0.00044705608618879437,7.115441840150054e-6
199.0,0.02341435052638006,0.02371984488858473,0.00030549436220466894,0.0004426848738501837,0.0004486495591061412,5.964685255957459e-6
200.0,0.023525695097451782,0.02384170565134648,0.00031601055389469945,0.00044426026486032674,0.00045022669106714255,5.966426206815815e-6
201.0,0.023637293763847718,0.02396704014529138,0.00032974638144366367,0.0004449971413005549,0.00045178900557917153,6.7918642786166344e-6
202.0,0.02377224379053916,0.02409620924578747,0.00032396545524831025,0.0004465725323106979,0.0004533382048840673,6.7656725733693875e-6
203.0,0.023891617773856125,0.024229605843308844,0.00033798806945271875,0.00044812251378841927,0.00045487616995813546,6.753656169716186e-6
204.0,0.02399859190535132,0.024367654843435647,0.00036906293808432536,0.00044865611396927414,0.00045640496051214794,7.748846542873799e-6
205.0,0.024112960210781218,0.024510820530870687,0.0003978603200894687,0.0004490118474231774,0.0004579268314411718,8.914984017994424e-6
206.0,0.024258251917168277,0.024659611991333295,0.0004013600741650178,0.00045076510516027204,0.00045944423562700097,8.679130466728935e-6
207.0,0.024390025752307015,0.02481458284577827,0.00042455709347125406,0.00045241672476768003,0.00046095982983081966,8.543105063139628e-6
208.0,0.024569747375125423,0.02497634485131317,0.0004065974761877471,0.0004540429348426663,0.0004624765132081241,8.433578365457759e-6
209.0,0.024730513486757276,0.02514556804463449,0.0004150545578772147,0.0004553134114637494,0.0004639974276764444,8.684016212694992e-6
210.0,0.024955591124948353,0.02532298074202765,0.0003673896170792966,0.0004568888024738924,0.00046552595791534486,8.63715544145244e-6
211.0,0.025104033613355697,0.025509373485990205,0.0004053398726345074,0.00045701585013600073,0.00046706574277719133,1.0049892641190604e-5
212.0,0.025260175190086807,0.025705614998821746,0.000445439808734939,0.0004580068219004455,0.00046862071305114655,1.0613891150701058e-5
213.0,0.02546960055630614,0.025912651806663356,0.00044305125035721746,0.00045892156506762533,0.00047019509858085585,1.1273533513230514e-5
214.0,0.025657808962953384,0.02613152220544097,0.00047371324248758617,0.0004599887654293351,0.00047179348461316657,1.180471918383149e-5
215.0,0.02585320826727596,0.02636335731327676,0.0005101490460007983,0.00046072564186956324,0.00047342081538967115,1.2695173520107909e-5
216.0,0.026119169843133488,0.026609384751101955,0.000490214907968467,0.00046275840446329615,0.0004750824127282617,1.2324008264965561e-5
217.0,0.026406932797808803,0.026870940869510498,0.00046400807170169506,0.00046435920500586083,0.00047678402601682076,1.242482101095993e-5
218.0,0.026646493869480228,0.02714947627400675,0.0005029824045265224,0.000464943624251559,0.00047853186837752275,1.3588244125963727e-5
219.0,0.02690460389981946,0.027446567931786774,0.0005419640319673132,0.00046560427209452226,0.00048033269412392737,1.4728422029405114e-5
220.0,0.027194501255218197,0.02776391967481909,0.0005694184196008943,0.0004669255677804486,0.0004821938016910125,1.526823391056391e-5
221.0,0.027511256486386627,0.02810336716848421,0.0005921106820975831,0.00046961897821714475,0.00048412308384772633,1.4504105630581575e-5
222.0,0.027875222628794504,0.028466885546939776,0.0005916629181452714,0.0004718804266026726,0.0004861290945381297,1.4248667935457069e-5
223.0,0.028287949663919548,0.028856590662676866,0.0005686409987573186,0.0004741926940530438,0.0004882211282035967,1.4028434150552933e-5
224.0,0.028670871317513984,0.029274741606178926,0.000603870288664942,0.0004762254566467767,0.0004904092699457061,1.418381329892942e-5
225.0,0.028880449140927848,0.02972373825528567,0.0008432891143578224,0.00047734347607332977,0.0004927044228325419,1.5360946759212168e-5
226.0,0.029312462011160934,0.030206116437810373,0.0008936544266494387,0.0004781311715784013,0.000495118401250026,1.6987229671624646e-5
227.0,0.02980339958707985,0.03072453313370037,0.0009211335466205173,0.00048090081061236237,0.0004976639974549636,1.6763186842601275e-5
228.0,0.030202939074878057,0.031281753690046085,0.0010788146151680285,0.00048328930665999853,0.0005003550438320655,1.7065737172067014e-5
229.0,0.030523810650298796,0.03188064069323819,0.001356830042939395,0.0004848392881377199,0.0005032064345843662,1.8367146446646295e-5
230.0,0.030849738722671445,0.032524122592480886,0.0016743838698094413,0.00048654172680997115,0.0005062342037796002,1.9692476969629077e-5
231.0,0.03125349619285164,0.03321514575147982,0.0019616495586281743,0.00048748187950957265,0.0005094555546734711,2.1973675163898477e-5
232.0,0.03161329517194237,0.033956639561000035,0.0023433443890576652,0.0004883203940794875,0.0005128888823777276,2.4568488298240152e-5
233.0,0.031993802919956744,0.03475147893300229,0.0027576760130455444,0.0004891843181818239,0.0005165537688476749,2.7369450665850953e-5
234.0,0.03259412853295092,0.03560242085428566,0.0030082923213347393,0.00049218264300758,0.000520470991362608,2.8288348355027994e-5
235.0,0.033120105854079304,0.0365119981848359,0.0033918923307565962,0.000495333425027866,0.0005246624210114926,2.9328995983626534e-5
236.0,0.033742741036539695,0.037482475196453265,0.00373973415991357,0.0005000087789934517,0.0005291509806263486,2.9142201632896916e-5
237.0,0.03443311803243623,0.0385157619593053,0.0040826439268690645,0.000503515294467641,0.0005339605098816586,3.0445215414017608e-5
238.0,0.03520953170511252,0.03961335514586319,0.004403823440750673,0.0005067677146176135,0.0005391157334103983,3.234801879278479e-5
239.0,0.035841314319244706,0.04077614673718537,0.004934832417940661,0.0005093848964570448,0.0005446417502149025,3.525685375785771e-5
240.0,0.036499040065979406,0.042004368962503875,0.0055053288965244696,0.0005109856969996093,0.000550563894453599,3.957819745398965e-5
241.0,0.03737068866617208,0.043297577835380775,0.005926889169208693,0.0005153053175112918,0.0005569076669026036,4.160234939131185e-5
242.0,0.038183107646289856,0.044654490982225944,0.006471383335936089,0.0005204380430604674,0.0005636980956763569,4.3260052615889445e-5
243.0,0.03916261971161248,0.04607292778359792,0.006910308071985442,0.0005247322540397281,0.0005709593145841591,4.6227060544430936e-5
244.0,0.040121295960349336,0.04754975048974809,0.007428454529398755,0.0005296108842646871,0.0005787141037762846,4.910321951159748e-5
245.0,0.06187147457030511,0.04908084685881919,-0.012790627711485925,0.0006682198836248497,0.0005869835460985088,-8.123633752634091e-5
246.0,0.06304852034067374,0.0506611092293608,-0.012387411111312939,0.0006753599622353365,0.0005957863307898985,-7.957363144543803e-5
247.0,0.06384564278227367,0.052284487631861234,-0.011561155150412436,0.0006774435438939128,0.0006051380995696703,-7.230544432424249e-5
248.0,0.06478312748097087,0.053944016261292464,-0.010839111219678406,0.0006845328034395563,0.0006150511470253317,-6.948165641422455e-5
249.0,0.06567914382275591,0.055631893826224584,-0.01004724999653133,0.0006952048070566541,0.000625533769000077,-6.967103805657709e-5
250.0,0.06667311391202646,0.057339641330648276,-0.009333472581378184,0.0007097390596018443,0.000636589693584251,-7.31493660175933e-5
251.0,0.06798546544254042,0.05905825371061327,-0.008927211731927148,0.000723714302433758,0.00064821775486577,-7.5496547567988e-5
252.0,0.06932414124864322,0.060778330403443,-0.008545810845200223,0.0007397985364566696,0.0006604115937582539,-7.938694269841572e-5
253.0,0.07056156006804572,0.06249030198309705,-0.008071258084948664,0.0007530877219131985,0.0006731593094471188,-7.992841246607979e-5
254.0,0.07154978760298897,0.06418468314155146,-0.0073651044614375105,0.000763251534881863,0.0006864434432410333,-7.680809164082973e-5
255.0,0.07251834815983785,0.06585219207761212,-0.006666156082225733,0.0007688162224822069,0.0007002409922895428,-6.857523019266406e-5
256.0,0.0735076174856104,0.06748399582529604,-0.006023621660314352,0.0007839094847406738,0.0007145234760610647,-6.938600867960906e-5
257.0,0.07445455453036845,0.0690719366764333,-0.005382617853935151,0.0007972748987944676,0.000729257436978392,-6.801746181607558e-5
258.0,0.07554294644211788,0.07060863929620183,-0.004934307145916056,0.0008089632837084319,0.0007444047036236367,-6.455858008479513e-5
259.0,0.07659685761837114,0.07208765757780337,-0.004509200040567762,0.0008243106412911152,0.000759922914155727,-6.43877271353882e-5
260.0,0.0776485581653037,0.07350359131886051,-0.004144966846443179,0.0008382858841230289,0.0007757663120971937,-6.251957202583526e-5
261.0,0.07840764253686841,0.0748521493114595,-0.0035554932254089067,0.0008467472584194422,0.0007918866076803587,-5.4860650739083495e-5
262.0,0.07906361502586602,0.07613015046126077,-0.002933464564605248,0.0008515242505147145,0.0008082333167907895,-4.329093372392508e-5
263.0,0.07969311078208026,0.07733556244286197,-0.0023575483392182933,0.0008611036442376809,0.0008247548148895098,-3.634882934817104e-5
264.0,0.08023075107859018,0.07846742161662465,-0.0017633294619655293,0.0008772386973254358,0.0008413993094791605,-3.583938784627535e-5
265.0,0.08082152270739382,0.07952571989854877,-0.0012958028088450452,0.0008944663603073222,0.0008581157916559104,-3.6350568651411755e-5
266.0,0.08141021075453886,0.08051140055316423,-0.0008988102013746252,0.0009074506313747912,0.0008748540745401638,-3.259655683462742e-5
267.0,0.08202763698285281,0.08142622107438875,-0.0006014159084640619,0.0009250594373430024,0.0008915657509140229,-3.349368642897952e-5
268.0,0.08268543895818478,0.08227263390468376,-0.00041280505350102525,0.0009310306774620928,0.0009082051660678029,-2.282551139428995e-5
269.0,0.08311935754334948,0.08305359565221967,-6.576189112980635e-5,0.00093679864132181,0.0009247296663009919,-1.2068975020818051e-5
270.0,0.0835915174748088,0.08377248910020191,0.0001809716253931143,0.0009538992566415881,0.0009410998600451659,-1.2799396596422231e-5
271.0,0.0840405547317644,0.08443306252693238,0.0003925077951679734,0.0009715080626097993,0.000957279781585871,-1.422828102392833e-5
272.0,0.08456040835557917,0.08503924803895037,0.00047883968337120164,0.0009868554201924828,0.0009732374987955631,-1.3617921396919756e-5
