Observation_Day,C_obs,C_pred,C_resid,D_obs,D_pred,D_resid
273.0,0.08506295808781479,0.08559506900976656,0.0005321109219517672,0.0010033207972017194,0.0009889449192160469,-1.4375877985672511e-5
274.0,0.08556421193389689,0.08610453815345871,0.0005403262195618208,0.0010183886499277644,0.0010043777726211486,-1.4010877306615873e-5
275.0,0.08597965778899105,0.08657164506628894,0.0005919872772978813,0.0010270278909511293,0.0010195156082652835,-7.512282685845752e-6
276.0,0.08631247184464998,0.08700025055030032,0.0006877787056503437,0.0010320589783706182,0.0010343416759102122,2.282697539593946e-6
277.0,0.08662107061591105,0.087394045863868,0.0007729752479569418,0.0010461358593322188,0.0010488426980326472,2.7068387004284405e-6
278.0,0.08697512704067449,0.08775652433144061,0.0007813972907661226,0.0010614578073824806,0.0010630086567593455,1.550849376864968e-6
279.0,0.08734636030935496,0.08809095492063605,0.0007445946112810964,0.0010806928234256782,0.0010768325411356428,-3.8602822900353755e-6
280.0,0.0876951569609071,0.08840037204245124,0.0007052150815441416,0.0010964213239946865,0.0010903100786987497,-6.111245295936825e-6
281.0,0.08807823107169607,0.0886875693634779,0.0006093382917818219,0.001107550699195374,0.0011034394602930243,-4.111238902349728e-6
282.0,0.08837122839005025,0.08895509878535081,0.0005838703953005564,0.001114462092014066,0.0011162210625048547,1.758970490788785e-6
283.0,0.08860982389948965,0.0892052776922123,0.0005954537927226472,0.0011191374459796517,0.0011286571818826562,9.519735903004483e-6
284.0,0.08885792257405475,0.08944019839001083,0.0005822758159560737,0.0011321217170471207,0.0011407517675296871,8.6300504825664e-6
285.0,0.08909006406225904,0.08966075948297712,0.0005706954207180814,0.0011463256456708294,0.0011525098910542921,6.184245383462688e-6
286.0,0.08936883204245709,0.08986772685238835,0.0004988948099312607,0.001159919745516418,0.0011639367260600575,4.016980543639472e-6
287.0,0.08961637170730892,0.09006258984769253,0.00044621814038360574,0.0011705409300686725,0.0011750381952523,4.497265183627452e-6
288.0,0.08987821693891414,0.09024666947450337,0.00036845253558923097,0.0011837284773955148,0.0011858210881626023,2.0926107670874924e-6
289.0,0.09005051897826542,0.09042110337848608,0.0003705844002206554,0.0011895980793849186,0.0011962928404029287,6.694761018010125e-6
290.0,0.09019751312332473,0.09058687164202893,0.000389358518704197,0.0011910972417977965,0.0012064613539214718,1.5364112123675278e-5
291.0,0.09032755911025879,0.09074483649412193,0.0004172773838631433,0.0011989233777836682,0.001216334896967345,1.7411519183676682e-5
292.0,0.09049160305157304,0.0908958475471979,0.00040424449562485865,0.001210281438776151,0.0012259219970134907,1.5640558237339742e-5
293.0,0.0906798114582203,0.0910406757048413,0.0003608642466210038,0.0012218173664955852,0.001235231394037351,1.3414027541765747e-5
294.0,0.0908752615816077,0.09117999711509744,0.0003047355334897389,0.0012337598467337659,0.0012442719872103475,1.0512140476581604e-5
295.0,0.09106733223718304,0.0913144062830691,0.00024707404588605875,0.0012443048026887554,0.0012530527274455206,8.747924756765226e-6
296.0,0.09119770854803859,0.09144443223270407,0.00024672368466548134,0.0012503776809375325,0.0012615825437534423,1.1204862815909766e-5
297.0,0.09130140484985139,0.09157054759966547,0.0002691427498140858,0.0012530710913742286,0.0012698703032357846,1.6799211861555927e-5
298.0,0.09145564071165087,0.09169317043773402,0.00023752972608315215,0.0012620406563190751,0.001277924785275313,1.5884128956237913e-5
299.0,0.0916089872398156,0.09181266560138181,0.00020367836156620633,0.001291591942525467,0.001285754615108477,-5.837327416990078e-6
300.0,0.09176205426312369,0.09192935409014105,0.000167299827017367,0.0013038901562175513,0.001293368233439132,-1.0521922778419313e-5
301.0,0.09191618848679349,0.09204351891300955,0.0001273304262160574,0.0013149687123533956,0.0013007738734988155,-1.4194838854580125e-5
302.0,0.09205169752319821,0.09215540567494447,0.00010370815174626236,0.0013194407900596079,0.0013079795586278479,-1.1461231431759977e-5
303.0,0.09215089633777238,0.09226522911870498,0.00011433278093260502,0.0013258439922298666,0.0013149930649525344,-1.0850927277332141e-5
304.0,0.09222791263054242,0.09237317546920966,0.00014526283866724,0.0013288423170556226,0.0013218219093848566,-7.0204076707660115e-6
305.0,0.0923361572386587,0.09247940845972352,0.00014325122106481625,0.0013362110814579044,0.001328473348997451,-7.737732460453249e-6
306.0,0.09244734935253589,0.09258407042779973,0.00013672107526384314,0.0013454855607918108,0.0013349543787315673,-1.0531182060243439e-5
307.0,0.09258585671376637,0.09268728312785283,0.00010142641408646125,0.0013554206879686805,0.00134127173121888,-1.4148956749800547e-5
308.0,0.09272629519946089,0.09278915231814887,6.285711868797561e-5,0.001364161567121732,0.0013474318648547914,-1.6729702266940613e-5
309.0,0.09284823554555244,0.09288976837212802,4.153282657558266e-5,0.0013717844268482304,0.0013534409659505101,-1.8343460897720255e-5
310.0,0.0929421491773829,0.09298921019600143,4.706101861852441e-5,0.0013746048849470347,0.0013593049663475731,-1.5299918599461556e-5
311.0,0.0930186318699721,0.09308754562868952,6.8913758717426e-5,0.001376383552216551,0.0013650295442697855,-1.135400794676552e-5
312.0,0.09310583738524325,0.09318483145319775,7.899406795450203e-5,0.0013833965831649296,0.0013706201244022087,-1.2776458762720887e-5
313.0,0.09319977642660612,0.0932811156753143,8.133924870817877e-5,0.0013899268329972965,0.0013760818878697269,-1.3844945127569576e-5
314.0,0.09329831459333733,0.09337643856219775,7.812396886042183e-5,0.0013968382258159884,0.0013814197656480903,-1.5418460167898043e-5
315.0,0.09341514762341213,0.09347083375276083,5.5686129348697655e-5,0.0014024029134163322,0.0013866384620562751,-1.576445136005711e-5
316.0,0.09346802486038161,0.09356432958837076,9.630472798914658e-5,0.0014075864580303512,0.0013917424681599024,-1.5843989870448823e-5
317.0,0.09353426751140488,0.09365694911284922,0.00012268160144433826,0.0014103815065967338,0.0013967360617712391,-1.3645444825494644e-5
318.0,0.09357657438288694,0.0937487100759221,0.00017213569303516085,0.0014117282118150819,0.001401623307505431,-1.0104904309650962e-5
319.0,0.09364243589092389,0.09383962630797221,0.0001971904170483263,0.0014168101182994142,0.0014064080744173705,-1.0402043882043683e-5
320.0,0.09372776110079582,0.0939297081368249,0.0002019470360290765,0.0014224256249646013,0.0014110940304684105,-1.1331594496190832e-5
321.0,0.09381870181733296,0.09401896274299688,0.00020026092566392817,0.0014285239127458,0.0014156846614040487,-1.2839251341751397e-5
322.0,0.09390412866533458,0.09410739506969429,0.000203266404359706,0.001430480446742268,0.0014201832893444418,-1.029715739782615e-5
323.0,0.09399113090434635,0.09419500782281273,0.000203876918466378,0.0014309632278582795,0.0014245930727844035,-6.370155073875949e-6
324.0,0.09404540566559902,0.09428180147093729,0.00023639580533826865,0.0014412540884890523,0.0014289170065934058,-1.2337081895646583e-5
325.0,0.09409909600760599,0.09436777434550311,0.00026867833789712137,0.0014431089843558336,0.0014331579247741659,-9.951059581667738e-6
326.0,0.0941550732075309,0.09445292375293907,0.00029785054540816536,0.001448851538683129,0.001437318524797211,-1.1533013885918009e-5
327.0,0.09422621989831156,0.09453724545608068,0.0003110255577691151,0.0014551276931912794,0.0014414013488071062,-1.3726344384173235e-5
328.0,0.0942991198468293,0.09462073433607981,0.00032161448925051295,0.0014617087620884897,0.0014454088138979519,-1.6299948190537806e-5
329.0,0.0943887392676805,0.09470338461648879,0.0003146453488082901,0.00146798491659664,0.001449343219566385,-1.8641697030255143e-5
330.0,0.09446763586584976,0.09478518986326044,0.00031755399741068,0.0014734225565348755,0.0014532067477115794,-2.0215808823296176e-5
331.0,0.09452943184869925,0.09486614298474808,0.0003367111360488284,0.0014754299095961869,0.0014570014626352455,-1.842844696094137e-5
332.0,0.09458723853495853,0.09494623623534681,0.0003589977003882888,0.0014760905574391502,0.0014607293112127674,-1.5361246226382793e-5
333.0,0.0946420977154569,0.09502546173845876,0.00038336402300186145,0.001479546253848496,0.0014643921437172884,-1.5154110131207618e-5
334.0,0.0947076797186372,0.09510381142936054,0.0003961317107233492,0.0014833322741793235,0.0014679917029915813,-1.5340571187742258e-5
335.0,0.09477511661768429,0.09518127705627728,0.0004061604385929979,0.0014880584472097525,0.001471529635032835,-1.6528812176917545e-5
336.0,0.09489939464075864,0.0952578504595119,0.00035845581875326715,0.0014918698770730017,0.0014750075047086457,-1.6862372364356013e-5
337.0,0.09494515720865004,0.09533352357144517,0.00038836636279512837,0.0014940042777964212,0.0014784267957570164,-1.557748203940483e-5
338.0,0.09498660015602978,0.09540828841653576,0.0004216882605059813,0.0014951985258202394,0.001481788910786358,-1.3409615033881496e-5
339.0,0.09507032456535915,0.09548213711132016,0.00041181254596101,0.0014960370403901543,0.0014850951712754874,-1.0941869114666943e-5
340.0,0.0951321967768059,0.09555506186778032,0.00042286509097441694,0.0014983238983081037,0.0014883468178549899,-9.977080453113778e-6
341.0,0.09519422144544717,0.09562705525191076,0.00043283380646358394,0.0015010935373420647,0.0014915450282479892,-9.548509094075555e-6
342.0,0.0952649869932415,0.09569811011207063,0.00043312311882913457,0.0015044984146865674,0.0014946909046480031,-9.80751003856425e-6
343.0,0.09539592231381032,0.09576821955677997,0.00037229724296965194,0.0015089450828603581,0.0014977854821425244,-1.1159600717833718e-5
344.0,0.09553071988330723,0.09583737706466908,0.00030665718136184406,0.0015114860361025242,0.0015008297401069223,-1.065629599560189e-5
345.0,0.09560865091924446,0.0959055764844785,0.00029692556523404356,0.0015127565127236074,0.001503824602204444,-8.931910519163321e-6
346.0,0.09565441348713588,0.09597281203505911,0.0003183985479232321,0.0015131884747747756,0.0015067709363862146,-6.417538388561045e-6
347.0,0.09572240939589624,0.09603907830537203,0.0003166689094757924,0.0015152466469009302,0.0015096695548912362,-5.577092009694017e-6
348.0,0.09578168983503597,0.09610437025448866,0.00032268041945268666,0.0015183974289212161,0.0015125212142463888,-5.876214674827322e-6
349.0,0.09585006688678267,0.09616868322722744,0.0003186163404447634,0.0015206334677743225,0.0015153266176462501,-5.306850128072383e-6
350.0,0.09592850611336834,0.09623201305492926,0.0003035069415609215,0.0015233268782110184,0.0015180864276889896,-5.24045052202886e-6
351.0,0.09599998312807047,0.09629435594248033,0.0002943728144098601,0.0015254358694020164,0.0015208012492499902,-4.634620152026191e-6
352.0,0.0960535210128829,0.09635570853118433,0.000302187518301425,0.0015264268411664611,0.0015234716445374668,-2.9551966289943516e-6
353.0,0.09609793687555597,0.09641606791634554,0.00031813104078956544,0.0015266555269582561,0.001526098136176542,-5.573907817140508e-7
354.0,0.09615818287692773,0.09647543164726873,0.0003172487703409915,0.0015286628800195673,0.0015286812072092479,1.8327189680580544e-8
355.0,0.09622429848028889,0.0965337977272593,0.0003094992469704072,0.0015310005570023603,0.001531221301094525,2.2074409216483147e-7
356.0,0.09627671834567479,0.09659116461362315,0.00031444626794835395,0.001533338233985153,0.0015337188217082228,3.8058772306977587e-7
357.0,0.09630375408817143,0.09664753121766677,0.00034377712949533457,0.001535066082189826,0.0015361741333430995,1.1080511532735558e-6
358.0,0.09636328862263538,0.09670289690503822,0.00033960828240284235,0.001536641473199969,0.0015385875607433752,1.9460875434061838e-6
359.0,0.09641763961248533,0.09675726159230973,0.00033962197982440046,0.001537607035431992,0.0015409593992173043,3.3523637853122897e-6
360.0,0.09646175056076932,0.09681062563020724,0.0003488750694379261,0.0015376324449644138,0.0015432899039725724,5.65745900815858e-6
361.0,0.09650794509071191,0.09686298983211962,0.0003550447414077118,0.0015386996453261236,0.0015455792926399223,6.8796473137987e-6
362.0,0.0965509888386342,0.09691435557616852,0.00036336673753432913,0.0015403512649335316,0.0015478277554274399,7.47649049390826e-6
363.0,0.09660102020797245,0.09696472480520843,0.00036370459723597537,0.001543019265837806,0.0015500354551205534,7.016189282747342e-6
364.0,0.09665869984656962,0.09701410002682667,0.0003554001802570511,0.0015468052861686335,0.0015522025270820348,5.3972409134012914e-6
365.0,0.09671973354344646,0.09706248431334336,0.000342750769896899,0.001549778201461968,0.001554329079251998,4.550877790030199e-6
366.0,0.09676125271942344,0.09710988130181143,0.00034862858238798866,0.0015509216304209427,0.0015564151921479007,5.493561726957995e-6
367.0,0.09679878259881024,0.0971562951940167,0.00035751259520645784,0.0015509724494857861,0.0015584609188645428,7.4884693787567215e-6
368.0,0.09684009849852786,0.09720173075647773,0.0003616322579498704,0.0015522683356392908,0.0015604662850740674,8.19794943477661e-6
369.0,0.09688009310255956,0.09724619350254991,0.0003661003999903545,0.0015537420885197472,0.001562431302516341,8.689213996593758e-6
370.0,0.09695096028848357,0.097289689594412,0.0003387293059284313,0.0015558764892431667,0.001564355956172282,8.47946692911542e-6
371.0,0.09700533668786593,0.09733222572623323,0.0003268890383673062,0.001557655156512683,0.0015662401986314936,8.585042118810582e-6
372.0,0.09705310660881865,0.09737380939095601,0.0003207027821373609,0.001559306776120091,0.0015680839734004493,8.777197280358242e-6
373.0,0.0970904840310109,0.0974144488809756,0.0003239648499646919,0.001559916604898211,0.001569887214957802,9.970610059591156e-6
374.0,0.09712122956524112,0.09745415328814012,0.0003329237228990034,0.001560043652560319,0.0015716498487543832,1.1606196194064193e-5
375.0,0.09715769224426621,0.09749293250375053,0.00033524025948432346,0.0015609075766626556,0.0015733717912132037,1.2464214550548126e-5
376.0,0.09719842372473812,0.09753079721856063,0.0003323734938225076,0.0015617969102974137,0.001575052949729453,1.325603943203935e-5
377.0,0.09724939524677598,0.09756775892277711,0.00031836367600113213,0.0015628641106591235,0.0015766932226704991,1.3829112011375577e-5
378.0,0.09730074791180016,0.09760382990605947,0.0003030819942593105,0.0015634993489696651,0.0015782924993758894,1.4793150406224292e-5
379.0,0.09733949744874319,0.09763902329344122,0.0002995258446980287,0.0015648968732528564,0.0015798506646900476,1.4953791437191232e-5
380.0,0.09736699056282343,0.09767335339101746,0.0003063628281940317,0.0015654812924985545,0.0015813676343794873,1.5886341880932747e-5
381.0,0.0973870132743717,0.09770683525486643,0.000319821980494725,0.001565608340160663,0.0015828432939885989,1.723495382793599e-5
382.0,0.09741412524546561,0.09773948491522833,0.0003253596697627148,0.001566345216600891,0.0015842775426334554,1.7932326032564245e-5
383.0,0.09745030841963406,0.09777131947228153,0.00032101105264746577,0.0015673870074301792,0.0015856703068296459,1.8283299399466605e-5
384.0,0.09749604557799305,0.0978023570961425,0.00030631151814945745,0.0015686828935836839,0.0015870215404922754,1.8338646908591487e-5
385.0,0.0975307041802162,0.09783261702686591,0.0003019128466497101,0.0015701566464641403,0.001588331224935965,1.817457847182462e-5
386.0,0.0975655406491663,0.09786211957444449,0.0002965789252781931,0.0015710205705664769,0.0015895993688748518,1.8578798308374915e-5
387.0,0.09759455833519183,0.09789088611880913,0.00029632778361729506,0.0015714017135528017,0.0015908260084225897,1.9424294869787966e-5
388.0,0.09761275156040573,0.09791893910982886,0.0003061875494231314,0.0015716558088770182,0.001592011207092348,2.0355398215329747e-5
389.0,0.09764667328618866,0.09794630206731086,0.0002996287811222048,0.0015729771045629448,0.001593155055796812,2.0177951233867194e-5
390.0,0.09768557528032622,0.0979729997401481,0.00028742445982188336,0.0015738156191328595,0.0015942576961633875,2.044207703052808e-5
391.0,0.09781760321078917,0.09799905814880479,0.00018145493801562107,0.0015777032775933738,0.0015953193446597179,1.7616067066344044e-5
392.0,0.09785277000366076,0.09802450425621557,0.0001717342525548171,0.0015780081919824337,0.0015963402449813797,1.833205299894597e-5
393.0,0.09788529420516048,0.0980493663372508,0.00016407213209031213,0.0015784655635660235,0.0015973207091633673,1.8855145597343774e-5
394.0,0.09790333497317985,0.09807367398920666,0.00017033901602681034,0.0015786434302929753,0.001598261118911858,1.9617688618882604e-5
395.0,0.09791550613920984,0.09809745813180526,0.00018195199259542216,0.0015788212970199269,0.001599161925604213,2.034062858428617e-5
396.0,0.09793034530614408,0.09812075100719456,0.00019040570105047228,0.0015794311257980467,0.0016000236502889773,2.0592524490930554e-5
397.0,0.09795354420924506,0.0981435861799484,0.00019004197070333906,0.0015804475070949132,0.001600846883685879,2.0399376590965815e-5
398.0,0.09798367991469716,0.09816599853706655,0.0001823186223693929,0.0015824548601562243,0.00160163228618583,1.9177426029605687e-5
399.0,0.09801531478256212,0.09818802428797462,0.00017270950541249663,0.001583826974906994,0.0016023805878509253,1.8553612943931217e-5
400.0,0.09804585704053295,0.09820970104137464,0.00016384400084168416,0.0015896965768963979,0.0016030925867613769,1.3396009864978997e-5
401.0,0.09806976741054174,0.09823106988988478,0.00016130247934303954,0.0015901539484799879,0.0016037691185180484,1.361517003806048e-5
402.0,0.0980915433798271,0.09825217086419032,0.00016062748436321272,0.001590204767544831,0.0016044111797645733,1.420641221974218e-5
403.0,0.09811774060775384,0.09827304504659957,0.00015530443884573253,0.0015904080438042044,0.0016050198498601712,1.461180605596686e-5
404.0,0.09814205753028137,0.09829373633110645,0.0001516788008250891,0.001591500653698336,0.0016055962463816442,1.409559268330824e-5
405.0,0.09817338748375727,0.0983142914233904,0.00014090393963313297,0.0015922883492034074,0.0016061415251233777,1.38531759199703e-5
406.0,0.09820123633129141,0.09833475984081638,0.00013352350952497427,0.0015922883492034074,0.0016066568800973393,1.436853089393196e-5
407.0,0.09822611226353223,0.09835519391243495,0.00012908164890272633,0.0015922883492034074,0.0016071435435330798,1.4855194329672396e-5
408.0,0.0982423997738145,0.09837564877898217,0.00013324900516765992,0.0015922883492034074,0.0016076027858777325,1.5314436674325168e-5
409.0,0.0982663355533557,0.09839618239287966,0.00012984683952395326,0.0015922883492034074,0.001608035915796014,1.5747566592606583e-5
410.0,0.09828679022695515,0.0984168555182346,0.00013006529127945754,0.0015922883492034074,0.0016084442801702228,1.6155930966815476e-5
411.0,0.09830927766314831,0.09843773173083971,0.00012845406769139422,0.0015922883492034074,0.0016088292641002412,1.6540914896833857e-5
412.0,0.09834256415062069,0.09845887741817325,0.00011631326755255633,0.0015922883492034074,0.0016091922909035339,1.6903941700126485e-5
413.0,0.09836812614023689,0.09848036202736883,0.00011223588713193955,0.001593050635176057,0.0016095348180382974,1.648418286224031e-5
414.0,0.09839765201691086,0.09850226506099596,0.00010461304408510008,0.001593812921148707,0.0016098581950678673,1.6045273919160262e-5
415.0,0.09842578036930164,0.09852466801737679,9.888764807515493e-5,0.0015940161974080803,0.0016101637571711122,1.6147559763031926e-5
416.0,0.09844692110027646,0.09854765702648305,0.00010073592620658822,0.001594270292732297,0.0016104528491960434,1.6182556463746394e-5
417.0,0.09846793478358917,0.09857132626579375,0.00010339148220457617,0.0015952612644967417,0.0016107267814419982,1.5465516945256446e-5
418.0,0.09850653186333767,0.09859577796029508,8.92460969574016e-5,0.0015970145222338364,0.0016109868296596387,1.397230742580238e-5
419.0,0.09855849435713997,0.09862112238248044,6.262802534047485e-5,0.001598844008568196,0.0016112342350509531,1.2390226482757172e-5
420.0,0.09860433315362865,0.09864747785235049,4.3144698721839236e-5,0.001600343170981074,0.001611470204269255,1.1127033288180904e-5
