Observation_Day,beta_i_symptomatic,beta_e_asymptomatic,phi_e_prop_asymptomatic,phi_r_recovery,phi_d_mortality,v_vaccination_rate
125.0,0.002606669232180735,0.11136817741174507,0.17021710242012986,0.04988305351220912,0.0008582049476502766,0.002098007789278654
126.0,0.002657261370286783,0.11069721966878754,0.1700424485785503,0.04941459751194191,0.000862441661360283,0.002092239075047047
127.0,0.002708001549313397,0.1100875357365414,0.16986300453686773,0.04895535584701031,0.000866431493973654,0.0020862391023506737
128.0,0.0027588037533820783,0.10953569047918776,0.16968018950768404,0.04850701040121098,0.0008701706957319702,0.0020800614737503586
129.0,0.0028095573788306104,0.10903813657794276,0.16949535795892104,0.04807105289580996,0.000873658807793914,0.002073758524917368
130.0,0.0028601304042436323,0.10859128515443586,0.16930978622500703,0.04764878388789563,0.0008768982129692494,0.00206738056356297
131.0,0.0029103726289808744,0.10819156499251162,0.16912466273297247,0.04724131640304343,0.0008798936958507104,0.0020609752747946792
132.0,0.002960118905300535,0.10783547110458945,0.16894108153578824,0.04684958331201702,0.0008826520222897968,0.002054587282171324
133.0,0.0030091923063719542,0.10751960358457624,0.1687600387800881,0.04647434758594452,0.0008851815455130273,0.002048257849608859
134.0,0.0030574071867346887,0.10724069779612411,0.16858243170150758,0.04611621462700651,0.0008874918437844746,0.0020420247068386305
135.0,0.003104572103367198,0.10699564698227906,0.16840905973247217,0.04577564595877107,0.0008895933924549798,0.002035921980060968
136.0,0.0031504925748332678,0.10678151836799255,0.1682406273185058,0.04545297366048945,0.0008914972715258108,0.0020299802094716386
137.0,0.003194973663348317,0.10659556377585133,0.1680777480644819,0.04514841503380916,0.0008932149084927578,0.0020242264361793726
138.0,0.00323782237039759,0.10643522570036013,0.16792094986684425,0.0448620870916846,0.0008947578552029621,0.0020186843424209416
139.0,0.003278849841049139,0.10629813969723022,0.16777068072762352,0.044594020553130144,0.0008961375967156234,0.002013374430697818
140.0,0.0033178733755922277,0.10618213384906988,0.16762731498784886,0.044344173111035695,0.0008973653896670561,0.0020083142293296917
141.0,0.0033547182498048548,0.1060852259732818,0.16749115975927745,0.04411244181217599,0.0008984521273565386,0.0020035185138121032
