Parameter,Physical_Value,Raw_Optimized_Value
eta_vaccine_loss,0.0009162841360798832,-2.2939121151942143
omega_immunity_loss,0.0027849237649931707,-0.9519522587794735
tau_incubation_delay,8.991693229304499,7.991354911236383
